,Anon,kolejno≈õci,Data zakupu,bottle_filter_units,next_purchase_date,days_until_next_purchase,filter_retention_days
5841,ANON_5139,190514309,2024-04-15,6,2024-08-18,125.0,20.833333333333332
5845,ANON_5142,190561014,2024-04-15,2,2024-10-18,186.0,93.0
8905,ANON_5142,228575565,2024-10-18,7,2025-04-21,185.0,26.428571428571427
12105,ANON_5142,264208264,2025-04-21,11,2025-07-25,95.0,8.636363636363637
5857,ANON_5154,190805639,2024-04-16,18,2025-04-15,364.0,20.22222222222222
5880,ANON_5171,191116516,2024-04-17,4,2025-06-23,432.0,108.0
5926,ANON_5207,191759278,2024-04-21,3,2024-08-25,126.0,42.0
5942,ANON_5220,192008608,2024-04-22,3,2025-09-02,498.0,166.0
5975,ANON_5245,192482004,2024-04-23,3,2025-01-20,272.0,90.66666666666667
5987,ANON_5251,192625810,2024-04-24,3,2024-05-06,12.0,4.0
5989,ANON_5253,192679870,2024-04-24,3,2024-10-29,188.0,62.666666666666664
5993,ANON_5257,192754146,2024-04-24,1,2024-07-06,73.0,73.0
6008,ANON_5270,193061839,2024-04-26,6,2025-04-05,344.0,57.333333333333336
11833,ANON_5270,261496751,2025-04-05,3,2025-06-03,59.0,19.666666666666668
6015,ANON_5277,193211720,2024-04-27,7,2024-09-30,156.0,22.285714285714285
6016,ANON_5278,193225347,2024-04-27,4,2024-08-18,113.0,28.25
6029,ANON_5288,193365660,2024-04-28,11,2024-09-16,141.0,12.818181818181818
8444,ANON_5288,222344697,2024-09-16,19,2025-01-27,133.0,7.0
10622,ANON_5288,249844655,2025-01-27,12,2025-10-16,262.0,21.833333333333332
6031,ANON_5290,193401231,2024-04-28,10,2025-05-02,369.0,36.9
6035,ANON_5294,193464403,2024-04-28,9,2025-11-26,577.0,64.11111111111111
6088,ANON_5334,194308290,2024-05-03,4,2024-05-16,13.0,3.25
6308,ANON_5334,197333197,2024-05-16,1,2025-01-20,249.0,249.0
6109,ANON_5351,194598767,2024-05-05,4,2024-06-25,51.0,12.75
6116,ANON_5357,194738440,2024-05-06,5,2025-07-18,438.0,87.6
7029,ANON_5385,207771874,2024-07-04,3,2024-12-12,161.0,53.666666666666664
9849,ANON_5385,241531868,2024-12-12,6,2025-07-21,221.0,36.833333333333336
6597,ANON_5399,201378798,2024-06-04,3,2025-03-23,292.0,97.33333333333333
6179,ANON_5407,195643601,2024-05-09,3,2024-06-08,30.0,10.0
6186,ANON_5413,195753942,2024-05-10,7,2024-12-03,207.0,29.571428571428573
6197,ANON_5423,195926921,2024-05-11,3,2024-08-07,88.0,29.333333333333332
6265,ANON_5473,196814579,2024-05-14,6,2024-12-07,207.0,34.5
6266,ANON_5474,196830000,2024-05-14,6,2025-11-01,536.0,89.33333333333333
6302,ANON_5501,197274916,2024-05-16,1,2025-03-20,308.0,308.0
11558,ANON_5501,258858874,2025-03-20,6,2025-07-16,118.0,19.666666666666668
13605,ANON_5501,278584752,2025-07-16,6,2025-10-15,91.0,15.166666666666666
6310,ANON_5506,197361166,2024-05-16,8,2024-08-15,91.0,11.375
6314,ANON_5509,197406708,2024-05-16,6,2025-02-11,271.0,45.166666666666664
6331,ANON_5521,197602342,2024-05-17,6,2024-11-02,169.0,28.166666666666668
6352,ANON_5537,197796513,2024-05-19,4,2025-11-13,543.0,135.75
6354,ANON_5539,197818095,2024-05-19,6,2025-04-08,324.0,54.0
6358,ANON_5543,197871395,2024-05-19,3,2024-10-29,163.0,54.333333333333336
6366,ANON_5550,197952794,2024-05-19,6,2025-07-14,421.0,70.16666666666667
6367,ANON_5551,197974306,2024-05-19,3,2024-05-26,7.0,2.3333333333333335
6473,ANON_5551,199558101,2024-05-26,5,2024-08-04,70.0,14.0
7537,ANON_5551,213883118,2024-08-04,2,2024-11-28,116.0,58.0
9528,ANON_5551,237673540,2024-11-28,3,2025-11-25,362.0,120.66666666666667
6369,ANON_5553,198006720,2024-05-20,6,2025-03-01,285.0,47.5
6411,ANON_5588,198528373,2024-05-21,3,2025-03-09,292.0,97.33333333333333
6441,ANON_5614,199001267,2024-05-23,6,2025-03-04,285.0,47.5
6469,ANON_5641,199494522,2024-05-26,3,2025-01-15,234.0,78.0
6471,ANON_5642,199513003,2024-05-26,12,2024-05-28,2.0,0.16666666666666666
6474,ANON_5644,199560545,2024-05-26,4,2025-07-27,427.0,106.75
6484,ANON_5651,199710039,2024-05-27,3,2024-05-27,0.0,0.0
6488,ANON_5654,199765700,2024-05-27,3,2025-02-03,252.0,84.0
6575,ANON_5723,200987416,2024-06-03,3,2025-05-04,335.0,111.66666666666667
6577,ANON_5725,201032902,2024-06-03,6,2025-11-14,529.0,88.16666666666667
10678,ANON_5734,250573501,2025-01-31,6,2025-10-11,253.0,42.166666666666664
6599,ANON_5744,201395490,2024-06-04,4,2025-02-12,253.0,63.25
6694,ANON_5818,202713980,2024-06-10,1,2024-06-26,16.0,16.0
6712,ANON_5832,202985369,2024-06-11,6,2025-07-06,390.0,65.0
6718,ANON_5837,203072112,2024-06-12,4,2025-01-13,215.0,53.75
6742,ANON_5857,203462764,2024-06-13,3,2025-02-20,252.0,84.0
6753,ANON_5867,203675498,2024-06-14,31,2024-06-17,3.0,0.0967741935483871
6784,ANON_5867,204127583,2024-06-17,38,2025-10-07,477.0,12.552631578947368
10428,ANON_5869,247649456,2025-01-14,6,2025-09-05,234.0,39.0
6785,ANON_5893,204134147,2024-06-17,3,2024-10-10,115.0,38.333333333333336
8798,ANON_5893,226916317,2024-10-10,6,2025-04-02,174.0,29.0
12991,ANON_5898,273136357,2025-06-12,6,2025-09-13,93.0,15.5
6811,ANON_5915,204569659,2024-06-18,6,2025-04-11,297.0,49.5
6828,ANON_5928,204827148,2024-06-19,7,2025-05-13,328.0,46.857142857142854
12469,ANON_5928,268056687,2025-05-13,6,2025-11-13,184.0,30.666666666666668
6835,ANON_5933,204958896,2024-06-20,12,2025-02-26,251.0,20.916666666666668
6863,ANON_5957,205443884,2024-06-23,3,2024-08-30,68.0,22.666666666666668
6869,ANON_5962,205575785,2024-06-24,3,2024-10-29,127.0,42.333333333333336
9045,ANON_5962,230845096,2024-10-29,12,2025-04-25,178.0,14.833333333333334
6877,ANON_5969,205723961,2024-06-24,7,2025-07-06,377.0,53.857142857142854
6882,ANON_5973,205806928,2024-06-25,6,2024-09-01,68.0,11.333333333333334
6925,ANON_6009,206507482,2024-06-28,3,2024-06-28,0.0,0.0
6969,ANON_6009,207044467,2024-06-28,18,2025-05-20,326.0,18.11111111111111
6949,ANON_6030,206812058,2024-06-30,3,2025-09-01,428.0,142.66666666666666
6951,ANON_6032,206838463,2024-06-30,3,2025-08-09,405.0,135.0
7006,ANON_6073,207482533,2024-07-02,6,2025-04-13,285.0,47.5
7073,ANON_6123,208218795,2024-07-06,6,2024-10-13,99.0,16.5
8828,ANON_6123,227440871,2024-10-13,12,2025-09-09,331.0,27.583333333333332
7074,ANON_6124,208230623,2024-07-06,6,2025-09-01,422.0,70.33333333333333
7090,ANON_6134,208360803,2024-07-07,6,2024-08-09,33.0,5.5
7106,ANON_6146,208539363,2024-07-08,1,2025-11-29,509.0,509.0
7126,ANON_6163,208790426,2024-07-09,16,2024-11-06,120.0,7.5
9162,ANON_6163,232206951,2024-11-06,6,2025-06-07,213.0,35.5
7136,ANON_6172,208910545,2024-07-09,3,2024-10-02,85.0,28.333333333333332
7178,ANON_6207,209353583,2024-07-11,3,2025-01-20,193.0,64.33333333333333
7185,ANON_6213,209427734,2024-07-11,6,2025-05-17,310.0,51.666666666666664
7196,ANON_6221,209549136,2024-07-12,4,2025-03-03,234.0,58.5
7226,ANON_6246,209867550,2024-07-14,7,2025-08-15,397.0,56.714285714285715
7245,ANON_6262,210117824,2024-07-15,6,2024-12-03,141.0,23.5
7256,ANON_6271,210216253,2024-07-16,3,2025-01-28,196.0,65.33333333333333
7294,ANON_6296,210821190,2024-07-18,15,2024-07-19,1.0,0.06666666666666667
7286,ANON_6298,210732405,2024-07-18,3,2024-08-20,33.0,11.0
7300,ANON_6307,210874502,2024-07-19,6,2024-08-04,16.0,2.6666666666666665
7534,ANON_6307,213865683,2024-08-04,1,2025-07-10,340.0,340.0
13482,ANON_6307,277734656,2025-07-10,12,2025-10-01,83.0,6.916666666666667
7342,ANON_6343,211355973,2024-07-22,4,2025-10-10,445.0,111.25
7343,ANON_6344,211373202,2024-07-22,4,2025-07-02,345.0,86.25
7351,ANON_6351,211478094,2024-07-22,4,2024-07-23,1.0,0.25
7423,ANON_6414,212521062,2024-07-28,4,2024-09-27,61.0,15.25
8608,ANON_6414,224369392,2024-09-27,6,2025-03-08,162.0,27.0
7498,ANON_6477,213482136,2024-08-01,3,2024-10-27,87.0,29.0
7513,ANON_6489,213648529,2024-08-03,3,2025-10-04,427.0,142.33333333333334
7536,ANON_6509,213877044,2024-08-04,6,2025-08-27,388.0,64.66666666666667
7550,ANON_6519,214029936,2024-08-05,1,2025-01-20,168.0,168.0
7560,ANON_6526,214138824,2024-08-05,6,2025-02-14,193.0,32.166666666666664
10912,ANON_6526,253092945,2025-02-14,2,2025-05-28,103.0,51.5
9619,ANON_6529,238912219,2024-12-03,60,2025-05-07,155.0,2.5833333333333335
12362,ANON_6529,266888063,2025-05-07,48,2025-08-11,96.0,2.0
14163,ANON_6529,282681962,2025-08-11,48,2025-11-13,94.0,1.9583333333333333
7574,ANON_6537,214323593,2024-08-06,7,2025-04-20,257.0,36.714285714285715
7579,ANON_6542,214400530,2024-08-06,6,2025-03-19,225.0,37.5
9964,ANON_6544,242808356,2024-12-16,12,2025-10-23,311.0,25.916666666666668
7584,ANON_6547,214479809,2024-08-07,111,2025-06-24,321.0,2.891891891891892
7614,ANON_6570,214816304,2024-08-08,7,2025-10-06,424.0,60.57142857142857
7633,ANON_6580,215080504,2024-08-10,1,2024-10-02,53.0,53.0
7651,ANON_6602,215240963,2024-08-11,1,2025-02-11,184.0,184.0
7674,ANON_6623,215524174,2024-08-12,12,2025-04-01,232.0,19.333333333333332
7676,ANON_6625,215550192,2024-08-12,3,2025-11-12,457.0,152.33333333333334
7724,ANON_6663,216034904,2024-08-15,9,2024-08-15,0.0,0.0
7730,ANON_6667,216068977,2024-08-15,3,2025-07-12,331.0,110.33333333333333
7776,ANON_6702,216446408,2024-08-18,6,2024-11-15,89.0,14.833333333333334
7781,ANON_6707,216485322,2024-08-18,12,2025-09-03,381.0,31.75
12526,ANON_6760,268673036,2025-05-17,3,2025-10-22,158.0,52.666666666666664
7882,ANON_6790,217440185,2024-08-22,3,2025-07-15,327.0,109.0
7886,ANON_6793,217473829,2024-08-22,13,2024-08-29,7.0,0.5384615384615384
7895,ANON_6801,217572874,2024-08-23,13,2025-08-17,359.0,27.615384615384617
7920,ANON_6821,217802998,2024-08-25,14,2024-11-25,92.0,6.571428571428571
7923,ANON_6824,217831746,2024-08-25,9,2025-01-30,158.0,17.555555555555557
7960,ANON_6852,218169818,2024-08-27,3,2024-09-12,16.0,5.333333333333333
7984,ANON_6870,218381523,2024-08-27,3,2024-11-06,71.0,23.666666666666668
8017,ANON_6900,218716255,2024-08-29,7,2025-02-11,166.0,23.714285714285715
8050,ANON_6927,218984907,2024-08-30,7,2025-08-29,364.0,52.0
8053,ANON_6929,219001208,2024-08-31,12,2025-01-14,136.0,11.333333333333334
8088,ANON_6953,219183587,2024-09-01,4,2025-03-21,201.0,50.25
8089,ANON_6954,219192904,2024-09-01,17,2025-07-27,329.0,19.352941176470587
8115,ANON_6971,219338295,2024-09-02,3,2024-09-05,3.0,1.0
8119,ANON_6973,219360584,2024-09-02,4,2025-05-26,266.0,66.5
8121,ANON_6975,219378044,2024-09-02,4,2025-11-25,449.0,112.25
8124,ANON_6978,219400997,2024-09-02,3,2024-11-27,86.0,28.666666666666668
8140,ANON_6991,219492166,2024-09-02,6,2025-10-17,410.0,68.33333333333333
8153,ANON_7002,219579386,2024-09-03,3,2025-02-12,162.0,54.0
10879,ANON_7002,252703014,2025-02-12,7,2025-08-06,175.0,25.0
8162,ANON_7008,219645398,2024-09-03,1,2025-09-12,374.0,374.0
8195,ANON_7036,219940187,2024-09-04,1,2025-02-03,152.0,152.0
8238,ANON_7068,220348139,2024-09-06,3,2025-11-20,440.0,146.66666666666666
8250,ANON_7077,220424598,2024-09-07,7,2024-09-20,13.0,1.8571428571428572
8251,ANON_7078,220431882,2024-09-07,2,2025-01-03,118.0,59.0
10210,ANON_7078,245648044,2025-01-03,3,2025-02-05,33.0,11.0
8258,ANON_7084,220487888,2024-09-08,8,2024-09-08,0.0,0.0
10220,ANON_7118,245730610,2025-01-03,6,2025-11-10,311.0,51.833333333333336
8329,ANON_7145,221178803,2024-09-11,5,2024-09-11,0.0,0.0
8339,ANON_7145,221231535,2024-09-11,17,2024-09-12,1.0,0.058823529411764705
8378,ANON_7145,221624879,2024-09-12,11,2024-09-13,1.0,0.09090909090909091
8347,ANON_7155,221308636,2024-09-11,13,2025-08-20,343.0,26.384615384615383
8366,ANON_7170,221517746,2024-09-12,3,2024-12-06,85.0,28.333333333333332
9691,ANON_7170,239830178,2024-12-06,3,2025-09-19,287.0,95.66666666666667
8385,ANON_7185,221699903,2024-09-13,1,2025-08-28,349.0,349.0
8424,ANON_7220,222140227,2024-09-16,6,2024-10-07,21.0,3.5
8761,ANON_7220,226364585,2024-10-07,2,2024-12-10,64.0,32.0
8451,ANON_7240,222440165,2024-09-17,12,2025-04-08,203.0,16.916666666666668
8456,ANON_7245,222515991,2024-09-17,3,2025-05-06,231.0,77.0
8495,ANON_7277,222997501,2024-09-20,24,2025-10-25,400.0,16.666666666666668
8513,ANON_7287,223162513,2024-09-21,4,2025-05-04,225.0,56.25
8515,ANON_7289,223184281,2024-09-21,3,2024-12-09,79.0,26.333333333333332
8534,ANON_7302,223361521,2024-09-22,3,2025-02-17,148.0,49.333333333333336
8535,ANON_7303,223372155,2024-09-22,3,2025-04-27,217.0,72.33333333333333
8581,ANON_7341,224013392,2024-09-25,3,2025-06-10,258.0,86.0
9295,ANON_7368,234265290,2024-11-15,24,2025-11-18,368.0,15.333333333333334
8625,ANON_7372,224511831,2024-09-28,4,2025-03-02,155.0,38.75
8631,ANON_7378,224596734,2024-09-29,6,2025-07-01,275.0,45.833333333333336
8655,ANON_7395,224891301,2024-09-30,6,2025-09-07,342.0,57.0
8669,ANON_7405,225068117,2024-10-01,1,2025-01-20,111.0,111.0
8674,ANON_7409,225143844,2024-10-01,4,2024-10-01,0.0,0.0
8727,ANON_7448,225868617,2024-10-05,4,2025-01-08,95.0,23.75
10311,ANON_7448,246506188,2025-01-08,3,2025-09-01,236.0,78.66666666666667
8744,ANON_7464,226115851,2024-10-06,6,2025-03-13,158.0,26.333333333333332
11435,ANON_7464,257768665,2025-03-13,6,2025-09-02,173.0,28.833333333333332
8746,ANON_7466,226147240,2024-10-06,24,2025-07-16,283.0,11.791666666666666
8773,ANON_7482,226499606,2024-10-08,12,2024-12-25,78.0,6.5
10099,ANON_7482,244501213,2024-12-25,6,2025-09-11,260.0,43.333333333333336
8792,ANON_7498,226843235,2024-10-09,24,2025-03-22,164.0,6.833333333333333
8829,ANON_7527,227448651,2024-10-13,2,2025-04-12,181.0,90.5
8833,ANON_7531,227517518,2024-10-13,7,2025-01-14,93.0,13.285714285714286
8843,ANON_7538,227642191,2024-10-13,1,2024-10-30,17.0,17.0
8927,ANON_7598,228925369,2024-10-20,6,2025-08-20,304.0,50.666666666666664
8975,ANON_7635,229803358,2024-10-24,3,2025-07-19,268.0,89.33333333333333
8977,ANON_7637,229854524,2024-10-24,3,2025-02-04,103.0,34.333333333333336
9022,ANON_7669,230535501,2024-10-28,12,2025-08-23,299.0,24.916666666666668
9068,ANON_7701,231194016,2024-11-01,24,2024-11-22,21.0,0.875
9070,ANON_7702,231206121,2024-11-01,4,2025-04-06,156.0,39.0
9078,ANON_7707,231284209,2024-11-02,2,2025-01-11,70.0,35.0
10368,ANON_7707,247056004,2025-01-11,3,2025-05-09,118.0,39.333333333333336
9097,ANON_7720,231505240,2024-11-03,3,2025-03-02,119.0,39.666666666666664
9158,ANON_7769,232181747,2024-11-06,4,2024-11-10,4.0,1.0
9246,ANON_7842,233492280,2024-11-12,6,2025-07-23,253.0,42.166666666666664
9259,ANON_7851,233685524,2024-11-12,12,2025-07-31,261.0,21.75
9292,ANON_7877,234220328,2024-11-14,6,2025-07-20,248.0,41.333333333333336
13690,ANON_7877,279155367,2025-07-20,6,2025-10-07,79.0,13.166666666666666
9316,ANON_7895,234586316,2024-11-16,4,2025-02-12,88.0,22.0
10875,ANON_7895,252680396,2025-02-12,15,2025-03-22,38.0,2.533333333333333
9342,ANON_7915,234941927,2024-11-18,4,2025-08-25,280.0,70.0
9362,ANON_7930,235260036,2024-11-19,7,2025-10-03,318.0,45.42857142857143
9428,ANON_7983,236249499,2024-11-23,6,2024-12-18,25.0,4.166666666666667
9459,ANON_8010,236683170,2024-11-25,6,2025-05-26,182.0,30.333333333333332
9579,ANON_8104,238369544,2024-12-01,3,2025-04-10,130.0,43.333333333333336
9734,ANON_8225,240227734,2024-12-08,4,2025-02-26,80.0,20.0
9826,ANON_8300,241286793,2024-12-11,7,2024-12-16,5.0,0.7142857142857143
9969,ANON_8300,242862318,2024-12-16,7,2025-09-01,259.0,37.0
9844,ANON_8314,241476695,2024-12-12,6,2025-09-14,276.0,46.0
9866,ANON_8330,241700657,2024-12-12,18,2025-08-13,244.0,13.555555555555555
9904,ANON_8365,242161082,2024-12-14,14,2025-05-03,140.0,10.0
10023,ANON_8465,243530083,2024-12-18,12,2025-06-15,179.0,14.916666666666666
10114,ANON_8539,244674438,2024-12-27,6,2025-10-10,287.0,47.833333333333336
10127,ANON_8549,244802787,2024-12-28,6,2025-02-27,61.0,10.166666666666666
10131,ANON_8552,244826196,2024-12-28,13,2025-09-22,268.0,20.615384615384617
10219,ANON_8618,245720721,2025-01-03,6,2025-07-04,182.0,30.333333333333332
10243,ANON_8634,245884404,2025-01-04,13,2025-01-09,5.0,0.38461538461538464
10256,ANON_8644,245975246,2025-01-05,6,2025-09-01,239.0,39.833333333333336
10258,ANON_8646,245991450,2025-01-05,2,2025-05-13,128.0,64.0
10270,ANON_8657,246098606,2025-01-06,6,2025-02-07,32.0,5.333333333333333
10280,ANON_8665,246178639,2025-01-06,12,2025-01-25,19.0,1.5833333333333333
10290,ANON_8674,246297341,2025-01-07,3,2025-08-16,221.0,73.66666666666667
10361,ANON_8725,246988070,2025-01-10,6,2025-06-27,168.0,28.0
10404,ANON_8758,247388457,2025-01-13,3,2025-04-09,86.0,28.666666666666668
10422,ANON_8771,247576116,2025-01-14,24,2025-11-05,295.0,12.291666666666666
10473,ANON_8807,248111535,2025-01-16,6,2025-05-19,123.0,20.5
10499,ANON_8830,248416668,2025-01-18,4,2025-05-25,127.0,31.75
10517,ANON_8844,248602858,2025-01-20,6,2025-06-25,156.0,26.0
10612,ANON_8912,249722110,2025-01-26,7,2025-08-03,189.0,27.0
10623,ANON_8920,249861962,2025-01-27,12,2025-08-10,195.0,16.25
10674,ANON_8960,250536208,2025-01-31,6,2025-02-06,6.0,1.0
10770,ANON_8960,251558888,2025-02-06,6,2025-11-11,278.0,46.333333333333336
11369,ANON_8969,257175284,2025-03-11,3,2025-07-01,112.0,37.333333333333336
13293,ANON_8969,276166970,2025-07-01,3,2025-10-03,94.0,31.333333333333332
15388,ANON_8969,291000638,2025-10-03,6,2025-11-28,56.0,9.333333333333334
10702,ANON_8980,250787074,2025-02-02,6,2025-09-09,219.0,36.5
10708,ANON_8985,250857652,2025-02-02,3,2025-08-07,186.0,62.0
10764,ANON_9029,251511814,2025-02-06,6,2025-08-26,201.0,33.5
10779,ANON_9038,251654492,2025-02-06,3,2025-09-18,224.0,74.66666666666667
10781,ANON_9039,251667129,2025-02-06,1,2025-09-15,221.0,221.0
10798,ANON_9051,251833050,2025-02-07,12,2025-11-09,275.0,22.916666666666668
10810,ANON_9062,251946764,2025-02-08,4,2025-11-15,280.0,70.0
10829,ANON_9079,252170870,2025-02-10,1,2025-02-12,2.0,2.0
10907,ANON_9135,253041759,2025-02-14,15,2025-08-07,174.0,11.6
10923,ANON_9146,253207180,2025-02-15,3,2025-09-10,207.0,69.0
14883,ANON_9146,287323974,2025-09-10,3,2025-10-08,28.0,9.333333333333334
10958,ANON_9170,253554322,2025-02-17,7,2025-04-13,55.0,7.857142857142857
12005,ANON_9170,263108473,2025-04-13,6,2025-06-25,73.0,12.166666666666666
10963,ANON_9173,253593226,2025-02-17,3,2025-02-19,2.0,0.6666666666666666
10969,ANON_9177,253658536,2025-02-18,8,2025-07-23,155.0,19.375
10971,ANON_9179,253691970,2025-02-18,4,2025-09-06,200.0,50.0
11038,ANON_9232,254385177,2025-02-22,3,2025-07-31,159.0,53.0
11054,ANON_9245,254501193,2025-02-23,3,2025-02-26,3.0,1.0
15363,ANON_9284,290845664,2025-10-02,6,2025-11-12,41.0,6.833333333333333
11104,ANON_9287,255001578,2025-02-26,6,2025-02-26,0.0,0.0
11108,ANON_9289,255022897,2025-02-26,12,2025-02-26,0.0,0.0
11110,ANON_9289,255038085,2025-02-26,2,2025-02-27,1.0,0.5
11196,ANON_9352,255657227,2025-03-02,2,2025-06-22,112.0,56.0
11240,ANON_9387,256066180,2025-03-04,3,2025-06-29,117.0,39.0
13250,ANON_9387,275767803,2025-06-29,6,2025-11-06,130.0,21.666666666666668
11285,ANON_9426,256498465,2025-03-06,2,2025-09-13,191.0,95.5
11372,ANON_9492,257196393,2025-03-11,3,2025-08-21,163.0,54.333333333333336
11449,ANON_9554,257909037,2025-03-14,4,2025-04-03,20.0,5.0
11806,ANON_9554,261286842,2025-04-03,1,2025-05-30,57.0,57.0
11469,ANON_9570,258052115,2025-03-16,10,2025-03-18,2.0,0.2
11519,ANON_9570,258538465,2025-03-18,2,2025-10-08,204.0,102.0
11472,ANON_9573,258076269,2025-03-16,7,2025-10-05,203.0,29.0
11511,ANON_9608,258481757,2025-03-18,4,2025-03-19,1.0,0.25
11544,ANON_9631,258744820,2025-03-19,3,2025-06-30,103.0,34.333333333333336
11587,ANON_9665,259134623,2025-03-22,3,2025-05-13,52.0,17.333333333333332
11632,ANON_9699,259462791,2025-03-24,4,2025-07-15,113.0,28.25
11781,ANON_9703,261048290,2025-04-02,15,2025-08-02,122.0,8.133333333333333
11642,ANON_9706,259547346,2025-03-24,6,2025-07-04,102.0,17.0
11658,ANON_9719,259710942,2025-03-25,7,2025-04-05,11.0,1.5714285714285714
11677,ANON_9737,259944027,2025-03-26,4,2025-03-29,3.0,0.75
11714,ANON_9766,260311762,2025-03-29,6,2025-06-08,71.0,11.833333333333334
11746,ANON_9794,260678013,2025-03-31,12,2025-06-16,77.0,6.416666666666667
11756,ANON_9802,260796435,2025-04-01,6,2025-10-20,202.0,33.666666666666664
11780,ANON_9818,261038613,2025-04-02,3,2025-05-29,57.0,19.0
11836,ANON_9857,261510980,2025-04-05,4,2025-11-29,238.0,59.5
11879,ANON_9892,261950511,2025-04-07,1,2025-04-26,19.0,19.0
12210,ANON_9892,265185674,2025-04-26,5,2025-05-08,12.0,2.4
11896,ANON_9904,262123877,2025-04-08,4,2025-05-30,52.0,13.0
11957,ANON_9950,262686091,2025-04-11,3,2025-08-12,123.0,41.0
11972,ANON_9962,262828995,2025-04-12,2,2025-04-12,0.0,0.0
